Customer_ID,Gender,Senior_Citizen,Tenure,Monthly_Charges,Total_Charges,Contract,Payment_Method,Internet_Service
C02591,Female,0,49,115.41,5655.09,One Year,Electronic Check,DSL
C02592,Female,0,72,105.07,7565.04,One Year,Credit Card,DSL
C02593,Female,0,22,49.46,1088.12,Month-to-month,Bank Transfer,Fiber Optic
C02594,Female,1,26,20.75,539.5,Two Year,Bank Transfer,Fiber Optic
C02595,Male,0,9,49.67,447.03,Two Year,Credit Card,DSL
C02596,Female,1,21,48.13,1010.73,Month-to-month,Bank Transfer,DSL
C02597,Male,0,63,109.0,6867.0,Month-to-month,Mailed Check,DSL
C02598,Male,0,6,116.71,700.26,One Year,Electronic Check,Fiber Optic
C02599,Male,1,14,27.04,378.56,One Year,Electronic Check,DSL
C02600,Male,0,33,67.13,2215.29,Month-to-month,Credit Card,DSL
C02601,Female,0,71,74.83,5312.93,Month-to-month,Credit Card,DSL
C02602,Male,0,24,29.29,702.96,Month-to-month,Electronic Check,Fiber Optic
C02603,Female,0,51,57.75,2945.25,Month-to-month,Electronic Check,Fiber Optic
C02604,Male,1,2,51.71,103.42,Month-to-month,Credit Card,Fiber Optic
C02605,Male,0,15,73.61,1104.15,One Year,Bank Transfer,Fiber Optic
C02606,Female,0,35,86.12,3014.2,One Year,Credit Card,Fiber Optic
C02607,Male,0,36,90.35,3252.6,One Year,Mailed Check,DSL
C02608,Male,0,39,33.68,1313.52,Month-to-month,Credit Card,Fiber Optic
C02609,Female,0,4,101.29,405.16,One Year,Credit Card,DSL
C02610,Male,0,64,87.85,5622.4,Month-to-month,Credit Card,Fiber Optic
C02611,Female,0,6,108.91,653.46,Month-to-month,Credit Card,DSL
C02612,Male,0,57,64.93,3701.01,One Year,Credit Card,DSL
C02613,Male,1,30,109.39,3281.7,One Year,Credit Card,DSL
C02614,Female,0,67,106.58,7140.86,Month-to-month,Bank Transfer,Fiber Optic
C02615,Male,0,15,63.84,957.6,One Year,Credit Card,DSL
C02616,Male,0,17,58.11,987.87,Two Year,Electronic Check,DSL
C02617,Male,0,18,113.28,2039.04,One Year,Credit Card,
C02618,Male,0,19,91.52,1738.88,One Year,Bank Transfer,DSL
C02619,Female,1,69,112.82,7784.58,Two Year,Mailed Check,DSL
C02620,Male,0,24,99.7,2392.8,One Year,Electronic Check,Fiber Optic
C02621,Female,1,48,80.93,3884.64,One Year,Credit Card,DSL
C02622,Female,0,30,31.59,947.7,Month-to-month,Credit Card,No
C02623,Male,0,15,49.15,737.25,Month-to-month,Electronic Check,DSL
C02624,Female,0,47,116.88,5493.36,One Year,Credit Card,DSL
C02625,Male,0,44,51.94,2285.36,One Year,Bank Transfer,DSL
C02626,Female,0,27,29.33,791.91,Month-to-month,Credit Card,Fiber Optic
C02627,Male,1,64,90.76,5808.64,Two Year,Mailed Check,DSL
C02628,Female,0,41,93.4,3829.4,Month-to-month,Bank Transfer,DSL
C02629,Male,1,68,48.55,3301.4,One Year,Credit Card,DSL
C02630,Male,0,5,49.77,248.85,Month-to-month,Mailed Check,DSL
C02631,Female,0,53,66.89,3545.17,Month-to-month,Electronic Check,DSL
C02632,Female,0,8,22.18,177.44,Two Year,Bank Transfer,DSL
C02633,Male,0,22,98.93,2176.46,Month-to-month,Credit Card,Fiber Optic
C02634,Male,1,7,51.71,361.97,Month-to-month,Credit Card,DSL
C02635,Female,0,22,105.38,2318.36,Month-to-month,Electronic Check,No
C02636,Female,0,46,100.26,-500.0,Month-to-month,Electronic Check,DSL
C02637,Female,0,30,86.14,2584.2,One Year,Bank Transfer,No
C02638,Female,0,16,52.49,839.84,Two Year,Bank Transfer,DSL
C02639,Female,0,5,71.63,358.15,Month-to-month,Bank Transfer,DSL
C02640,Female,0,67,64.48,4320.16,One Year,Credit Card,Fiber Optic
C02641,Male,0,23,53.89,1239.47,One Year,Credit Card,Fiber Optic
C02642,Male,0,61,104.81,6393.41,Two Year,Bank Transfer,DSL
C02643,Female,0,5,68.35,341.75,Two Year,Credit Card,Fiber Optic
C02644,Female,0,23,103.27,2375.21,One Year,Electronic Check,DSL
C02645,Male,0,25,30.52,763.0,Month-to-month,Mailed Check,DSL
C02646,Male,0,8,34.1,272.8,Month-to-month,Credit Card,Fiber Optic
C02647,Female,0,21,117.73,2472.33,Month-to-month,Bank Transfer,DSL
C02648,Female,0,2,78.78,-100.0,One Year,Credit Card,DSL
C02649,Male,0,22,70.98,1561.56,One Year,Electronic Check,Fiber Optic
C02650,Male,0,72,72.32,5207.04,One Year,Bank Transfer,Fiber Optic
C02651,Male,0,72,41.53,2990.16,One Year,Mailed Check,DSL
C02652,Male,0,68,91.87,6247.16,Month-to-month,Bank Transfer,Fiber Optic
C02653,Male,0,64,28.48,1822.72,One Year,Bank Transfer,Fiber Optic
C02654,Male,0,19,77.33,1469.27,Month-to-month,Bank Transfer,Fiber Optic
C02655,F,0,53,77.08,4085.24,Month-to-month,Credit Card,Fiber Optic
C02656,Male,0,52,111.42,5793.84,Month-to-month,Mailed Check,DSL
C02657,Female,0,47,72.62,3413.14,Two Year,Electronic Check,Fiber Optic
C02658,Female,0,54,33.71,1820.34,month to month,Credit Card,DSL
C02659,Male,0,44,77.28,3400.32,Two Year,Mailed Check,Fiber Optic
C02660,Female,0,7,29.13,203.91,Month-to-month,Mailed Check,DSL
C02661,Male,0,1,40.38,40.38,Month-to-month,Credit Card,Fiber Optic
C02662,Female,0,63,23.11,1455.93,Two Year,Bank Transfer,No
C02663,Male,0,39,71.33,2781.87,One Year,Mailed Check,DSL
C02664,Female,0,19,28.45,540.55,Month-to-month,Electronic Check,DSL
C02665,Female,0,31,66.94,2075.14,Month-to-month,Credit Card,DSL
C02666,Male,0,24,113.29,2718.96,Two Year,Mailed Check,DSL
C02667,Male,0,69,91.98,6346.62,Month-to-month,Electronic Check,DSL
C02668,Female,0,65,27.74,1803.1,1 Year,Electronic Check,Fiber Optic
C02669,Female,1,33,42.42,1399.86,Month-to-month,Electronic Check,DSL
C02670,Male,0,59,87.37,5154.83,Month-to-month,Electronic Check,Fiber Optic
C02671,Female,0,33,109.47,3612.51,Month-to-month,Credit Card,DSL
C02672,Male,0,32,23.29,745.28,One Year,Electronic Check,No
C02673,Female,1,59,101.25,5973.75,One Year,Credit Card,No
C02674,Male,0,41,76.18,3123.38,Month-to-month,Electronic Check,Fiber Optic
C02675,Female,0,12,74.61,895.32,One Year,Electronic Check,Fiber Optic
C02676,Male,0,11,115.78,1273.58,Two Year,Credit Card,Fiber Optic
C02677,Male,0,19,94.76,1800.44,Two Year,Bank Transfer,Fiber Optic
C02678,Male,1,54,105.01,5670.54,Month-to-month,Mailed Check,Fiber Optic
C02679,Male,0,57,55.4,3157.8,Month-to-month,Mailed Check,Fiber Optic
C02680,Female,0,42,75.44,3168.48,Two Year,Credit Card,No
C02681,Male,1,71,81.54,5789.34,Month-to-month,Electronic Check,DSL
C02682,Female,0,31,52.16,1616.96,Month-to-month,Credit Card,DSL
C02683,Male,0,52,77.02,4005.04,Two Year,Electronic Check,DSL
C02684,Male,0,2,43.67,87.34,month to month,Credit Card,DSL
C02685,Male,0,38,34.34,1304.92,Month-to-month,Mailed Check,No
C02686,Male,0,32,57.4,1836.8,Month-to-month,Credit Card,DSL
C02687,Male,0,10,93.93,939.3,Two Year,Mailed Check,Fiber Optic
C02688,Male,0,8,111.62,892.96,Month-to-month,Mailed Check,DSL
C02689,Male,0,20,65.77,1315.4,Two Year,Mailed Check,No
C02690,Male,0,20,84.28,1685.6,One Year,Credit Card,Fiber Optic
C02691,Female,0,9,30.3,272.7,Month-to-month,Bank Transfer,DSL
C02692,Female,1,72,110.45,7952.4,Month-to-month,Credit Card,Fiber Optic
C02693,Male,0,15,76.86,1152.9,Month-to-month,Credit Card,Fiber Optic
C02694,Male,0,63,98.03,6175.89,One Year,Bank Transfer,DSL
C02695,Female,1,21,99.44,2088.24,Month-to-month,Bank Transfer,Fiber Optic
C02696,Female,0,-5,45.65,228.25,Two Year,Mailed Check,Fiber Optic
C02697,Female,0,35,72.92,2552.2,Month-to-month,Electronic Check,Fiber Optic
C02698,Male,0,68,116.05,7891.4,Month-to-month,Electronic Check,No
C02699,Female,0,48,28.96,1390.08,Month-to-month,Mailed Check,Fiber Optic
C02700,Female,0,62,88.3,5474.6,One Year,Credit Card,DSL
C02701,Female,1,35,116.23,4068.05,Month-to-month,Electronic Check,Fiber Optic
C02702,Female,0,70,,3504.2,Month-to-month,Credit Card,DSL
C02703,Male,0,21,106.14,2228.94,Two Year,Bank Transfer,No
C02704,Male,0,39,113.37,4421.43,One Year,Bank Transfer,Fiber Optic
C02705,Female,0,34,94.71,3220.14,One Year,Mailed Check,Fiber Optic
C02706,Female,0,15,43.13,646.95,One Year,Credit Card,Fiber Optic
C02707,Male,0,6,53.4,320.4,One Year,Mailed Check,DSL
C02708,Male,0,66,23.58,1556.28,Month-to-month,Electronic Check,Fiber Optic
C02709,Male,0,56,103.15,5776.4,Month-to-month,Electronic Check,Fiber Optic
C02710,Male,1,49,104.96,5143.04,Two Year,Electronic Check,Fiber Optic
C02711,Female,0,1,83.27,83.27,Month-to-month,Credit Card,
C02712,Female,0,65,55.25,3591.25,One Year,Mailed Check,Fiber Optic
C02713,Male,0,28,27.68,775.04,Month-to-month,Mailed Check,DSL
C02714,,0,20,95.31,1906.2,Month-to-month,Electronic Check,DSL
C02715,Male,0,48,92.65,4447.2,Month-to-month,Mailed Check,Fiber Optic
C02716,Male,1,72,111.26,8010.72,Month-to-month,Bank Transfer,DSL
C02717,Female,0,65,93.05,6048.25,One Year,Bank Transfer,DSL
C02718,Female,1,51,102.87,5246.37,Month-to-month,Bank Transfer,DSL
C02719,Female,0,43,94.6,4067.8,Month-to-month,Bank Transfer,DSL
C02720,Male,1,49,83.07,4070.43,Two Year,Mailed Check,DSL
C02721,Female,0,25,62.7,1567.5,Month-to-month,Bank Transfer,DSL
C02722,,1,41,110.21,4518.61,Two Year,Bank Transfer,DSL
C02723,Female,0,71,85.1,6042.1,Two Year,Bank Transfer,Fiber Optic
C02724,Male,0,64,59.84,3829.76,Two Year,Bank Transfer,Fiber Optic
C02725,Male,1,61,28.35,1729.35,Two Year,Bank Transfer,Fiber Optic
C02726,Male,0,12,49.07,588.84,Month-to-month,Credit Card,DSL
C02727,Male,0,69,74.37,5131.53,Two Year,Credit Card,Fiber Optic
C02728,Male,0,14,47.56,665.84,Two Year,Bank Transfer,DSL
C02729,Male,1,34,42.12,1432.08,Two Year,Bank Transfer,Fiber Optic
C02730,Male,0,-5,72.74,3491.52,Month-to-month,Mailed Check,DSL
C02731,Female,0,61,36.98,2255.78,Two Year,Bank Transfer,Fiber Optic
C02732,Male,0,35,100.04,3501.4,One Year,,DSL
C02733,Male,0,65,68.44,4448.6,One Year,Credit Card,DSL
C02734,Female,0,59,77.39,4566.01,Month-to-month,Bank Transfer,Fiber Optic
C02735,Female,0,36,34.74,1250.64,Month-to-month,Credit Card,Fiber Optic
C02736,F,0,19,52.46,996.74,Two Year,Bank Transfer,DSL
C02737,Female,1,42,61.01,2562.42,Month-to-month,Electronic Check,Fiber Optic
C02738,Female,0,69,100.82,6956.58,Month-to-month,Bank Transfer,DSL
C02739,,0,19,97.02,1843.38,Two Year,Credit Card,DSL
C02740,Male,0,39,42.3,1649.7,Month-to-month,Credit Card,DSL
C02741,Male,0,69,81.62,5631.78,Month-to-month,Credit Card,DSL
C02742,Male,0,52,44.35,2306.2,Month-to-month,Mailed Check,DSL
C02743,Male,0,12,118.82,1425.84,Month-to-month,Credit Card,DSL
C02744,Male,0,47,115.21,5414.87,Month-to-month,Bank Transfer,No
C02745,Female,0,36,76.33,2747.88,Month-to-month,Electronic Check,Fiber Optic
C02746,Female,0,63,89.89,5663.07,Month-to-month,Electronic Check,Fiber Optic
C02747,Female,0,51,100.14,5107.14,One Year,Bank Transfer,Fiber Optic
C02748,Male,0,43,92.1,3960.3,Two Year,Mailed Check,DSL
C02749,Female,0,34,89.98,3059.32,Month-to-month,,Fiber Optic
C02750,Female,0,49,115.86,5677.14,Month-to-month,Credit Card,No
C02751,Male,0,18,79.65,1433.7,Month-to-month,Mailed Check,Fiber Optic
C02752,,0,61,83.63,5101.43,Two Year,Bank Transfer,DSL
C02753,Male,0,57,104.93,5981.01,Two Year,Mailed Check,Fiber Optic
C02754,Male,0,5,86.99,434.95,Month-to-month,Electronic Check,Fiber Optic
C02755,Female,0,24,93.29,2238.96,Month-to-month,Bank Transfer,Fiber Optic
C02756,Male,0,64,43.42,2778.88,One Year,Bank Transfer,Fiber Optic
C02757,Male,0,59,57.13,3370.67,One Year,Electronic Check,DSL
C02758,Female,1,38,34.73,1319.74,Month-to-month,Mailed Check,No
C02759,Female,1,33,70.58,2329.14,One Year,Electronic Check,Fiber Optic
C02760,Male,0,10,65.57,655.7,One Year,Mailed Check,DSL
C02761,Male,0,37,119.72,4429.64,Two Year,Bank Transfer,Fiber Optic
C02762,Male,0,11,81.12,892.32,Month-to-month,Mailed Check,Fiber Optic
C02763,Female,0,24,98.64,2367.36,Two Year,Mailed Check,DSL
C02764,Male,0,71,53.4,3791.4,Month-to-month,Credit Card,Fiber Optic
C02765,Male,0,21,103.15,2166.15,One Year,Credit Card,DSL
C02766,Female,0,20,81.51,1630.2,One Year,Credit Card,DSL
C02767,Female,0,10,89.7,897.0,Month-to-month,Electronic Check,Fiber Optic
C02768,Male,0,47,49.44,2323.68,One Year,Electronic Check,DSL
C02769,Female,0,47,74.86,3518.42,Month-to-month,Credit Card,Fiber Optic
C02770,Female,0,15,83.4,1251.0,Month-to-month,Bank Transfer,DSL
C02771,Male,0,44,78.91,3472.04,Month-to-month,Bank Transfer,DSL
C02772,Male,0,62,111.52,6914.24,Month-to-month,Bank Transfer,DSL
C02773,Female,0,6,109.83,658.98,Month-to-month,Electronic Check,Fiber Optic
C02774,,0,66,117.1,7728.6,Two Year,Mailed Check,Fiber Optic
C02775,Female,0,4,86.74,346.96,Month-to-month,Electronic Check,DSL
C02776,Male,0,23,117.19,2695.37,Month-to-month,Credit Card,No
C02777,Male,0,13,103.25,1342.25,Month-to-month,Mailed Check,No
C02778,Male,0,31,47.08,1459.48,Month-to-month,Bank Transfer,Fiber Optic
C02779,MALE,1,16,62.74,1003.84,month to month,Electronic Check,DSL
C02780,Male,0,41,43.84,1797.44,Month-to-month,Electronic Check,No
C02781,Male,0,1,20.42,20.42,Month-to-month,Credit Card,Fiber Optic
C02782,Female,0,12,38.8,465.6,Month-to-month,Bank Transfer,DSL
C02783,Female,1,56,20.41,1142.96,One Year,Electronic Check,Fiber Optic
C02784,Female,0,50,91.98,4599.0,1 Year,,Fiber Optic
C02785,Female,1,20,62.55,1251.0,Month-to-month,Mailed Check,Fiber Optic
C02786,Male,0,66,51.26,3383.16,Month-to-month,Electronic Check,DSL
C02787,Female,0,36,96.17,3462.12,Two Year,Mailed Check,DSL
C02788,Male,1,38,103.25,3923.5,Month-to-month,Electronic Check,DSL
C02789,Female,0,22,117.53,2585.66,Two Year,,Fiber Optic
C02790,Female,0,61,84.2,5136.2,Month-to-month,Credit Card,Fiber Optic
C02791,Female,0,50,66.15,3307.5,Month-to-month,Bank Transfer,DSL
C02792,Female,0,59,50.53,2981.27,One Year,Credit Card,
C02793,Female,0,20,42.23,844.6,Two Year,Electronic Check,DSL
C02794,Male,0,36,41.29,1486.44,Month-to-month,Bank Transfer,Fiber Optic
C02795,Male,0,15,60.92,913.8,Month-to-month,Mailed Check,DSL
C02796,Female,0,62,119.18,7389.16,Month-to-month,Credit Card,No
C02797,Male,1,3,20.09,60.27,Two Year,Credit Card,DSL
C02798,Female,0,5,39.72,198.6,One Year,Electronic Check,DSL
C02799,Female,0,56,38.84,2175.04,Month-to-month,Credit Card,No
C02800,Male,0,31,91.71,2843.01,Month-to-month,Credit Card,DSL
C02801,Female,0,35,55.25,1933.75,Month-to-month,Credit Card,DSL
C02802,Female,0,71,65.73,4666.83,Month-to-month,Electronic Check,DSL
C02803,Female,1,70,34.86,2440.2,Month-to-month,Bank Transfer,Fiber Optic
C02804,Female,0,26,60.5,1573.0,One Year,Electronic Check,DSL
C02805,FEMALE,0,1,30.32,30.32,Month-to-month,Mailed Check,DSL
C02806,Female,0,7,73.3,513.1,Month-to-month,Credit Card,Fiber Optic
C02807,Female,0,36,,1072.44,One Year,Credit Card,DSL
C02808,Male,1,25,,2476.25,Month-to-month,Bank Transfer,DSL
C02809,Male,0,59,76.66,4522.94,Month-to-month,Credit Card,Fiber Optic
C02810,Female,0,61,92.4,5636.4,Month-to-month,Bank Transfer,DSL
C02811,Male,0,29,61.85,1793.65,Month-to-month,Credit Card,Fiber Optic
C02812,Female,0,18,58.15,1046.7,Two Year,Credit Card,DSL
C02813,Female,0,41,29.82,1222.62,One Year,Electronic Check,DSL
C02814,Male,0,19,72.39,1375.41,Month-to-month,Electronic Check,No
C02815,Female,0,4,71.45,285.8,Month-to-month,Mailed Check,DSL
C02816,Female,0,65,66.81,4342.65,Month-to-month,Bank Transfer,DSL
C02817,M,0,41,94.05,3856.05,One Year,Mailed Check,No
C02818,Male,1,15,103.25,1548.75,Month-to-month,Electronic Check,Fiber Optic
C02819,Male,1,54,95.08,5134.32,Month-to-month,Bank Transfer,DSL
C02820,Male,0,64,34.39,2200.96,Month-to-month,Electronic Check,Fiber Optic
C02821,Female,0,72,82.21,5919.12,Month-to-month,Bank Transfer,DSL
C02822,Male,0,15,28.03,420.45,One Year,Credit Card,DSL
C02823,Female,0,50,89.46,4473.0,Two Year,Mailed Check,No
C02824,Male,0,22,58.18,1279.96,Two Year,Mailed Check,DSL
C02825,Male,0,18,33.25,598.5,Month-to-month,Bank Transfer,Fiber Optic
C02826,female,1,2,106.21,212.42,One Year,Mailed Check,Fiber Optic
C02827,Female,1,36,81.4,2930.4,One Year,Electronic Check,DSL
C02828,Male,0,20,55.47,1109.4,Two Year,Mailed Check,DSL
C02829,Male,0,16,23.07,369.12,Month-to-month,Bank Transfer,Fiber Optic
C02830,Male,0,67,73.73,4939.91,One Year,Mailed Check,Fiber Optic
C02831,Male,0,30,112.32,3369.6,Month-to-month,Mailed Check,DSL
C02832,Female,0,55,79.64,4380.2,One Year,Electronic Check,Fiber Optic
C02833,Male,0,66,117.17,7733.22,Month-to-month,Credit Card,DSL
C02834,M,1,26,33.65,874.9,One Year,Electronic Check,DSL
C02835,Male,0,57,76.83,4379.31,Two Year,Mailed Check,DSL
C02836,Female,0,69,99.81,6886.89,Month-to-month,Mailed Check,Fiber Optic
C02837,Female,0,2,72.55,145.1,Month-to-month,Credit Card,Fiber Optic
C02838,Male,0,56,29.11,1630.16,Month-to-month,Credit Card,DSL
C02839,Female,0,62,78.29,4853.98,Month-to-month,Electronic Check,No
C02840,Male,1,34,81.17,2759.78,Month-to-month,Credit Card,Fiber Optic
C02841,Male,0,56,92.87,5200.72,Month-to-month,Electronic Check,Fiber Optic
C02842,Female,0,55,96.12,5286.6,Two Year,Bank Transfer,Fiber Optic
C02843,Female,0,20,97.08,1941.6,Month-to-month,Mailed Check,DSL
C02844,Female,0,50,86.34,4317.0,One Year,Credit Card,DSL
C02845,Female,0,25,41.58,1039.5,Two Year,Bank Transfer,Fiber Optic
C02846,Male,0,25,60.42,1510.5,Two Year,Bank Transfer,DSL
C02847,Female,0,53,97.61,5173.33,One Year,,DSL
C02848,Male,0,14,115.34,1614.76,Month-to-month,Electronic Check,DSL
C02849,Female,0,60,27.89,1673.4,Two Year,Credit Card,DSL
C02850,Male,0,43,,3162.65,Month-to-month,Electronic Check,DSL
C02851,Female,0,62,51.25,3177.5,Two Year,Bank Transfer,DSL
C02852,Male,0,69,42.54,2935.26,One Year,Bank Transfer,DSL
C02853,Male,0,63,70.58,4446.54,One Year,Mailed Check,DSL
C02854,Female,0,2,80.61,161.22,Month-to-month,Bank Transfer,No
C02855,Male,0,54,20.98,1132.92,One Year,Credit Card,Fiber Optic
C02856,Female,0,16,98.02,1568.32,Two Year,Mailed Check,Fiber Optic
C02857,Male,0,55,101.99,5609.45,Two Year,Electronic Check,DSL
C02858,Male,0,43,116.55,5011.65,Month-to-month,Mailed Check,Fiber Optic
C02859,Male,0,61,38.06,2321.66,Two Year,Bank Transfer,No
C02860,Male,0,38,79.46,3019.48,Month-to-month,Credit Card,Fiber Optic
C02861,Female,0,45,62.66,2819.7,One Year,Electronic Check,No
C02862,,0,51,53.48,2727.48,One Year,Electronic Check,DSL
C02863,Female,0,42,76.56,3215.52,Month-to-month,Bank Transfer,DSL
C02864,Female,0,24,98.24,2357.76,Month-to-month,Credit Card,Fiber Optic
C02865,Male,0,30,22.31,669.3,One Year,Bank Transfer,No
C02866,Female,1,150,116.94,4326.78,Month-to-month,Bank Transfer,Fiber Optic
C02867,Female,0,53,100.99,5352.47,Month-to-month,Credit Card,Fiber Optic
C02868,Female,0,63,95.12,5992.56,One Year,Bank Transfer,Fiber Optic
C02869,male,0,11,96.04,1056.44,Two Year,Credit Card,No
C02870,Male,0,23,58.91,1354.93,One Year,Credit Card,DSL
C02871,Female,0,50,95.16,4758.0,Month-to-month,Bank Transfer,DSL
C02872,Female,0,55,58.68,3227.4,Month-to-month,Bank Transfer,DSL
C02873,Female,1,55,109.87,6042.85,One Year,Mailed Check,DSL
C02874,Male,1,4,37.72,150.88,One Year,Electronic Check,DSL
C02875,Female,0,54,49.23,2658.42,One Year,electronic check,DSL
C02876,Male,0,61,75.13,4582.93,Two Year,Credit Card,DSL
C02877,Male,0,5,51.92,259.6,Month-to-month,Mailed Check,DSL
C02878,Male,0,18,62.42,1123.56,Month-to-month,Credit Card,Fiber Optic
C02879,Female,0,44,69.24,3046.56,Two Year,Mailed Check,Fiber Optic
C02880,Male,0,31,105.64,3274.84,Month-to-month,Credit Card,Fiber Optic
C02881,Male,0,21,72.32,1518.72,One Year,,Fiber Optic
C02882,Female,0,47,56.25,2643.75,Two Year,Mailed Check,DSL
C02883,Male,0,30,44.77,1343.1,Two Year,Bank Transfer,DSL
C02884,,1,55,60.87,3347.85,One Year,,No
C02885,Male,0,68,71.57,4866.76,Month-to-month,Electronic Check,Fiber Optic
C02886,Female,0,69,94.61,6528.09,Two Year,Mailed Check,DSL
C02887,Female,0,41,32.1,1316.1,One Year,Bank Transfer,DSL
C02888,Male,0,45,42.16,1897.2,Month-to-month,Bank Transfer,Fiber Optic
C02889,Female,0,30,57.97,1739.1,One Year,Bank Transfer,DSL
C02890,Female,0,45,56.04,2521.8,Month-to-month,Electronic Check,No
C02891,Male,0,45,59.17,2662.65,Two Year,Credit Card,Fiber Optic
C02892,Female,0,45,99.35,4470.75,Month-to-month,Bank Transfer,DSL
C02893,Female,0,55,52.42,2883.1,Two Year,Bank Transfer,Fiber Optic
C02894,Female,0,59,70.19,4141.21,Two Year,,Fiber Optic
C02895,Male,0,5,82.39,411.95,Two Year,Bank Transfer,DSL
C02896,Female,1,32,43.22,1383.04,One Year,Mailed Check,DSL
C02897,Female,0,6,91.87,551.22,Two Year,Bank Transfer,DSL
C02898,Male,0,26,74.71,1942.46,Month-to-month,Credit Card,DSL
C02899,Male,0,37,64.68,2393.16,Month-to-month,Electronic Check,No
C02900,Male,1,13,100.98,1312.74,Two Year,Electronic Check,Fiber Optic
C02901,Male,0,69,44.35,3060.15,Month-to-month,Mailed Check,DSL
C02902,Female,0,25,-50.0,2708.0,Month-to-month,Bank Transfer,DSL
C02903,Male,0,13,76.1,989.3,Month-to-month,Bank Transfer,DSL
C02904,Male,0,20,80.92,1618.4,Month-to-month,Credit Card,DSL
C02905,Female,0,72,107.51,7740.72,One Year,,No
C02906,,1,60,101.76,6105.6,One Year,Mailed Check,Fiber Optic
C02907,Female,0,21,80.16,1683.36,Month-to-month,Mailed Check,DSL
C02908,Male,0,61,95.32,5814.52,Two Year,Bank Transfer,DSL
C02909,Male,0,26,63.33,1646.58,Month-to-month,Bank Transfer,DSL
C02910,Male,0,54,74.74,4035.96,one year,Mailed Check,DSL
C02911,Male,1,42,26.21,1100.82,Month-to-month,Electronic Check,Fiber Optic
C02912,Male,0,11,28.99,318.89,One Year,Electronic Check,Fiber Optic
C02913,Female,0,37,102.94,3808.78,Month-to-month,Electronic Check,Fiber Optic
C02914,Female,0,11,25.97,285.67,Month-to-month,E-Check,DSL
C02915,Male,0,27,36.94,997.38,Two Year,Mailed Check,DSL
C02916,Female,0,34,99.58,3385.72,Month-to-month,Credit Card,Fiber Optic
C02917,Female,0,38,20.11,764.18,Two Year,Electronic Check,No
C02918,Female,0,61,48.24,2942.64,One Year,Mailed Check,Fiber Optic
C02919,Male,0,53,78.4,4155.2,Month-to-month,Electronic Check,Fiber Optic
C02920,Male,0,65,79.54,5170.1,One Year,Bank Transfer,Fiber Optic
C02921,Male,0,3,97.72,293.16,Month-to-month,Electronic Check,DSL
C02922,Female,0,67,70.59,4729.53,Month-to-month,Mailed Check,DSL
C02923,Female,0,28,70.94,1986.32,Two Year,Bank Transfer,Fiber Optic
C02924,Male,0,14,92.53,1295.42,Month-to-month,Bank Transfer,DSL
C02925,Male,1,52,69.86,3632.72,One Year,,Fiber Optic
C02926,Female,0,30,80.85,2425.5,Month-to-month,Electronic Check,Fiber Optic
C02927,F,1,58,109.78,6367.24,One Year,Bank Transfer,Fiber Optic
C02928,Female,1,54,60.15,3248.1,Month-to-month,Credit Card,Fiber Optic
C02929,Female,0,69,58.51,4037.19,Month-to-month,,DSL
C02930,Male,0,15,20.35,305.25,Two Year,Mailed Check,DSL
C02931,Female,0,38,81.34,3090.92,Month-to-month,Mailed Check,Fiber Optic
C02932,Female,0,14,22.98,321.72,One Year,Mailed Check,Fiber Optic
C02933,Male,0,57,70.41,4013.37,One Year,Mailed Check,Fiber Optic
C02934,Female,0,59,100.42,5924.78,One Year,Bank Transfer,Fiber Optic
C02935,Female,0,8,74.99,599.92,One Year,Mailed Check,DSL
C02936,Male,0,72,46.96,3381.12,Month-to-month,Credit Card,Fiber Optic
C02937,Female,0,19,98.62,1873.78,Month-to-month,Credit Card,DSL
C02938,Female,0,32,46.97,1503.04,Two Year,Electronic Check,Fiber Optic
C02939,Female,0,29,93.3,2705.7,Two Year,Electronic Check,Fiber Optic
C02940,Male,0,41,81.03,3322.23,Month-to-month,Electronic Check,No
C02941,M,0,45,37.0,1665.0,Month-to-month,Electronic Check,Fiber Optic
C02942,Female,0,13,110.51,1436.63,One Year,Bank Transfer,Fiber Optic
C02943,Male,1,27,40.06,1081.62,Two Year,Credit Card,Fiber Optic
C02944,Female,0,19,118.96,2260.24,Two Year,Bank Transfer,Fiber Optic
C02945,Female,0,26,20.73,538.98,Two Year,,Fiber Optic
C02946,Male,0,53,46.35,2456.55,Month-to-month,Bank Transfer,Fiber Optic
C02947,Female,0,51,39.99,2039.49,Two Year,Credit Card,DSL
C02948,Female,0,37,21.4,791.8,Two Year,Electronic Check,DSL
C02949,Male,1,9,93.24,839.16,Month-to-month,Credit Card,DSL
C02950,Female,0,52,89.34,4645.68,Month-to-month,Electronic Check,DSL
C02951,Female,1,54,99.24,5358.96,Month-to-month,Credit Card,DSL
C02952,Female,0,3,45.67,137.01,One Year,Bank Transfer,Fiber Optic
C02953,Female,0,69,64.43,4445.67,Month-to-month,Mailed Check,Fiber Optic
C02954,Male,0,8,85.91,687.28,Month-to-month,Credit Card,Fiber Optic
C02955,Female,1,14,63.98,895.72,Month-to-month,Bank Transfer,DSL
C02956,Female,0,3,89.73,269.19,Month-to-month,Mailed Check,Fiber Optic
C02957,Female,0,24,83.4,2001.6,Month-to-month,Bank Transfer,Fiber Optic
C02958,Female,0,13,31.46,408.98,One Year,Mailed Check,Fiber Optic
C02959,Male,0,43,98.1,4218.3,Month-to-month,Electronic Check,Fiber Optic
